,Unnamed: 0,date,qdpj,meidi,xpp,hksw,hryy,Rqdpj,Rmeidi,Rxpp,Rhksw,Rhryy
171,171,20200819,80.6,70.12,28.4,20.45,92.73,0.014370756529857864,-0.023676416001144673,0.008131563278879206,-0.02891767763957942,-0.007199300422662702
172,172,20200818,79.45,71.8,28.17,21.05,93.4,0.02872843595199459,-0.004585570461403066,0.00963089306096121,-0.011806512586989282,0.02713134405136408
173,173,20200817,77.2,72.13,27.9,21.3,90.9,0.030245566507556276,0.0012485262078261172,0.007194275634027303,0.011331566009550098,0.015521375902623369
174,174,20200814,74.9,72.04,27.7,21.06,89.5,0.003879344039750876,0.0285834313186486,0.0014450869566804414,0.021114028117015682,0.006951479949434791
175,175,20200813,74.61,70.01,27.66,20.62,88.88,-0.0012055456553481392,0.005011824051251779,0.04095757854866422,-0.015399726853577267,-0.012633629937619517
176,176,20200812,74.7,69.66,26.55,20.94,90.01,-0.023026027233300717,-0.02327006248239538,-0.024554805107206867,-0.03657228962334358,-0.01947363369769306
177,177,20200811,76.44,71.3,27.21,21.72,91.78,-0.005089069507471677,-0.009769791595805266,-0.006958460598869731,-0.03971641121250569,0.010845261583021681
178,178,20200810,76.83,72.0,27.4,22.6,90.79,-0.0015606714053442161,0.02034444071723218,-0.0014587894636597376,0.013811758880462932,-0.00450574969662032
179,179,20200807,76.95,70.55,27.44,22.29,91.2,-0.023757136578945293,-0.0007084662003729036,-0.005813969865420265,-0.018667208719689743,0.002195390563436206
180,180,20200806,78.8,70.6,27.6,22.71,91.0,-0.028893261218420285,-0.011267724846343086,-0.016172859245600968,-0.03928845465174913,-0.019479368848238643
181,181,20200805,81.11,71.4,28.05,23.62,92.79,0.0009868016096197252,-0.009062453099992318,0.0035714323675972715,-0.02714720896929368,-0.012743118309581192
182,182,20200804,81.03,72.05,27.95,24.27,93.98,-0.016159000151015235,-0.0060882988672545935,-0.01597194556605208,0.017037603068740026,0.008334271983123642
183,183,20200803,82.35,72.49,28.4,23.86,93.2,-0.007862151172949083,0.010260766673055421,0.013470604258299268,0.019894836073682143,-0.012581464606695292
184,184,20200731,83.0,71.75,28.02,23.39,94.38,-0.018857224247744497,0.010930602102838805,-0.007820871716180289,0.026425622577051833,-0.006231865956619842
185,185,20200730,84.58,70.97,28.24,22.78,94.97,0.006285972189718159,-0.009256728089468425,-0.005297557859838431,0.005723106089992935,-0.009223417236792208
186,186,20200729,84.05,71.63,28.39,22.65,95.85,0.00836325065782173,0.06518091645621205,0.00035229875298314894,0.023225697866084527,0.013126993433821177
187,187,20200728,83.35,67.11,28.38,22.13,94.6,0.03503990284537384,-0.0010425200139989599,0.026782532796571612,-0.0013547078161244563,-0.008316275099284454
188,188,20200727,80.48,67.18,27.63,22.16,95.39,0.0018655561657077158,0.010173636522338825,-0.01079924102176033,0.05424272804654118,0.0063098326921666725
189,189,20200724,80.33,66.5,27.93,20.99,94.79,-0.05697858384797083,-0.054003903080522164,-0.04446732931715047,-0.05153147469116526,-0.04718633877832179
190,190,20200723,85.04,70.19,29.2,22.1,99.37,0.017197838322627668,0.04130294788595723,-0.004101167744214873,0.04915222065419789,0.0
191,191,20200722,83.59,67.35,29.32,21.04,99.37,0.022013467537179032,0.0,0.006844653689965341,0.0014268730125999163,0.000704686192144699
192,192,20200721,81.77,67.35,29.12,21.01,99.3,0.020759425838294376,-0.00044533512203326353,0.030685810703444005,-0.009002666821057659,0.028706195018834535
193,193,20200720,80.09,67.38,28.24,21.2,96.49,-0.017574709770775243,0.05302887659491784,-0.009866182921054012,0.020491543789945776,0.0016595792627605022
194,194,20200717,81.51,63.9,28.52,20.77,96.33,0.04005040334352028,0.04415304492080008,-0.020476162211436666,0.03478185535423162,-0.00020759809084314185
195,195,20200716,78.31,61.14,29.11,20.06,96.35,-0.10062450680554313,-0.02965089921019004,-0.07317511336507021,-0.07996601173454865,-0.06664450127733534
196,196,20200715,86.6,62.98,31.32,21.73,102.99,0.043182360750154025,0.01826681139371189,-0.012375217427653684,-0.024995620790745132,0.04528626049659046
197,197,20200714,82.94,61.84,31.71,22.28,98.43,0.02552186879511975,-0.0225447233284628,-0.0056603924717104626,-0.07394766179251988,-0.014022928400343027
198,198,20200713,80.85,63.25,31.89,23.99,99.82,0.03268675660285236,-0.002368733835550252,0.04686351711308667,0.03262310058185758,0.00471959504363717
199,199,20200710,78.25,63.4,30.43,23.22,99.35,0.0032000027306713363,-0.024615668797774326,-0.03042305829370706,0.03595301740875145,0.008490903130238259
200,200,20200709,78.0,64.98,31.37,22.4,98.51,-0.004987541511039417,0.015508995719581975,0.02485201324425157,0.0013401833589559153,0.014828721890517649
201,201,20200708,78.39,63.98,30.6,22.37,97.06,-0.015694538068721897,-0.006232491349289937,-0.002284969167825057,0.05939605182887675,-0.0023668650102663946
202,202,20200707,79.63,64.38,30.67,21.08,97.29,0.030214549031217786,0.0054513023399511695,0.016436924955190335,0.09549995113044707,0.04369984245377001
203,203,20200706,77.26,64.03,30.17,19.16,93.13,-0.016431691911728663,0.025946717408015907,0.028237170181610427,0.03289421240500534,0.013512988712668594
204,204,20200703,78.54,62.39,29.33,18.54,91.88,-0.003558722616993748,-0.00893575436766092,-0.010513917438526477,0.06059091148927287,0.007428480740611754
205,205,20200702,78.82,62.95,29.64,17.45,91.2,-0.019349768179876214,0.00813466484312464,0.0037181046720546895,0.00632367729604022,0.0016460909066688956
206,206,20200701,80.36,62.44,29.53,17.34,91.05,0.04922579911424396,0.04336767275441833,-0.019450646737811272,-0.034574143581891814,-0.01363533533518968
207,207,20200630,76.5,59.79,30.11,17.95,92.3,0.06145830256501217,-0.002672458580710746,0.03756151250716844,0.006707683059238967,0.0007586842611795319
208,208,20200629,71.94,59.95,29.0,17.83,92.23,-0.003607607631303189,0.004178861074967344,-0.00034476814683870316,0.02671372264284466,-0.0077762569198256415
209,209,20200624,72.2,59.7,29.01,17.36,92.95,-0.006901338640692423,0.011794576492836661,-0.026196429122550047,0.005197817073617106,-0.016538120332244333
210,210,20200623,72.7,59.0,29.78,17.27,94.5,0.05412071498286597,-0.0015242614518635733,-0.008359854739376171,-0.01779100009844381,0.013530276191095147
211,211,20200622,68.87,59.09,30.03,17.58,93.23,-0.02055112926001179,-0.01144215747857924,-0.00729930248161148,0.01029168603654762,0.0026851420461628805
212,212,20200619,70.3,59.77,30.25,17.4,92.98,0.06342013301618366,0.03265040919647699,0.0016542600960267606,-0.02047853134354094,0.04038292837998547
213,213,20200618,65.98,57.85,30.2,17.76,89.3,0.02268644199870895,-0.0008639309392641792,0.006644542718668323,-0.059033531584193,-0.00391171216868802
214,214,20200617,64.5,57.9,30.0,18.84,89.65,-0.004331689941456496,-0.01882005932677,-0.018494582636164214,0.0545391419963539,0.02839717936184538
215,215,20200616,64.78,59.0,30.56,17.84,87.14,0.016027729704647165,0.01709443335930061,0.021833483901679163,0.0011217051091998442,0.033846152863576506
216,216,20200615,63.75,58.0,29.9,17.82,84.24,-0.009367750003599795,-0.03356816277444352,-0.015926016770986262,0.050053588216204314,-0.018815230496723068
217,217,20200612,64.35,59.98,30.38,16.95,85.84,0.0251783560302421,0.005349394234260174,0.0006585446401974338,0.03176772980217679,0.016207048816645475
218,218,20200611,62.75,59.66,30.36,16.42,84.46,-0.035074833894364055,-0.011001944613098225,-0.016010797823967415,-0.026443848549427162,-0.0009467456328469126
219,219,20200610,64.99,60.32,30.85,16.86,84.54,0.008343682521060991,-0.005620778560734507,-0.001943005792628405,0.0301046213991083,0.018745698462450555
220,220,20200609,64.45,60.66,30.91,16.36,82.97,-0.0006204436370893518,0.008276822618850765,-0.008376337635220388,-0.005486146036779882,0.03270947572347804
221,221,20200608,64.49,60.16,31.17,16.45,80.3,-0.01615047024838301,0.020318052658204522,-0.03313128396958254,0.046028024943851165,-0.024601486730308153
222,222,20200605,65.54,58.95,32.22,15.71,82.3,-0.026499593380012954,0.0016977932770938509,0.0024860174394616408,-0.014534221094538946,0.013455860515391826
223,223,20200604,67.3,58.85,32.14,15.94,81.2,0.0612749075005512,0.008875292940739854,0.09524795398681318,0.012626430372811637,0.012765867112771723
224,224,20200603,63.3,58.33,29.22,15.74,80.17,0.024629423433609965,-0.006323186068504683,0.022146233820831807,-0.011370937426979921,-0.0028647961300602987
225,225,20200602,61.76,58.7,28.58,15.92,80.4,-0.041236416407661736,-0.028880449124475405,-0.006278360351124501,0.007566240383316103,0.0022413158430136804
226,226,20200601,64.36,60.42,28.76,15.8,80.22,0.01676498333696852,0.023443806443732562,0.032870957315046745,0.02759238248241669,0.019129704918549706
227,227,20200529,63.29,59.02,27.83,15.37,78.7,0.02220715909666371,0.014850490550120554,0.0184955408352101,-0.003247810584678934,0.0025445306349940466
228,228,20200528,61.9,58.15,27.32,15.42,78.5,0.013826979133837014,-0.0017182134811370986,-0.00838350089633444,-0.035672572202945396,-0.017301688140934246
229,229,20200527,61.05,58.25,27.55,15.98,79.87,0.0,0.004301081899391157,-0.001813237124181022,-0.007481331652288592,-0.020202707317519497
230,230,20200526,61.05,58.0,27.6,16.1,81.5,0.0243732532715768,0.020202707317519497,0.04104846943912621,0.02898753687325195,0.00677134012317282
231,231,20200525,59.58,56.84,26.49,15.64,80.95,0.016926605885549506,-0.004914014802428923,-0.012007648963889395,0.008346757928717974,-0.16926572944253948
232,232,20200522,58.58,57.12,26.81,15.51,95.88,-0.02194921815184081,-0.027626066274931915,-0.0462826269097425,-0.05457610123647605,-0.039469390551793104
233,233,20200521,59.88,58.72,28.08,16.38,99.74,-0.015411689580590249,-0.005265404946337426,-0.025317807984289953,0.010432742677338513,0.018620250581512288
234,234,20200520,60.81,59.03,28.8,16.21,97.9,0.00181055106656558,0.00458443794692176,-0.014135729257749308,-0.018337922184451738,-0.00040849673770715356
235,235,20200519,60.7,58.76,29.21,16.51,97.94,-0.009020151359384165,0.021850331670476564,0.004460463734330844,0.0036407807206555454,0.007584334807778426
236,236,20200518,61.25,57.49,29.08,16.45,97.2,0.009349694944504883,0.00943732974200806,0.0010321693673982502,-0.012685159527315637,0.024684896570756898
237,237,20200515,60.68,56.95,29.05,16.66,94.83,0.005950430780631066,-0.018269320653227616,-0.006177095825234069,0.0,-0.024684896570756898
238,238,20200514,60.32,58.0,29.23,16.66,97.2,0.0143599061297488,0.004319661144515763,-0.001709109969956213,-0.030153038170687374,0.015552413007484667
239,239,20200513,59.46,57.75,29.28,17.17,95.7,0.06120290873645562,-0.004319661144515763,0.0075420309509737216,-0.024735227134722315,0.0027205206692482164
240,240,20200512,55.93,58.0,29.06,17.6,95.44,0.020593213283172318,0.018971937931386407,0.04468641438772458,0.007413777898141127,0.018613058500198676
241,241,20200511,54.79,56.91,27.79,17.47,93.68,-0.010349615759090547,0.010243819708410484,0.022562820316156085,0.033171502216937654,-0.03534159032555806
242,242,20200508,55.36,56.33,27.17,16.9,97.05,-0.0025257094429740334,0.04224320634234768,0.012965545584723959,-0.003544008434729573,0.004647568396547008
243,243,20200507,55.5,54.0,26.82,16.96,96.6,0.004333701257118072,-0.003696861881326008,-0.00260659242724115,0.05764410335513359,0.0018650922409966242
244,244,20200506,55.26,54.2,26.89,16.01,96.42,0.046485547139094585,0.008337241437828435,0.014609737288596936,0.02082751208636191,0.03611415582421973
245,245,20200430,52.75,53.75,26.5,15.68,93.0,0.03275822774550141,0.028303776162851513,0.0503007384747991,0.008325376297018572,-0.0041847799683703
246,246,20200429,51.05,52.25,25.2,15.55,93.39,0.02078253918252848,0.008842810409120716,0.024504138289276334,-0.055656751002790994,-0.028084616092939108
247,247,20200428,50.0,51.79,24.59,16.44,96.05,0.007226045091739408,0.005615272766109403,-0.06836911728011685,-0.008479760079114662,-0.0031185056458093996
248,248,20200427,49.64,51.5,26.33,16.58,96.35,0.01665689537159265,-0.009854200115290812,-0.10551242208376044,-0.013181736702064573,0.011167469813330833
249,249,20200424,48.82,52.01,29.26,16.8,95.28,0.03205269186697102,0.0003846153893567461,0.0020526863177425803,-0.06676817646484023,-0.008048964167521433
250,250,20200423,47.28,51.99,29.2,17.96,96.05,0.010417868219717796,0.011413219934504948,0.006183461818193958,0.030528091449696593,-0.014983488789235722
251,251,20200422,46.79,51.4,29.02,17.42,97.5,0.024227877681217258,0.022627625521934647,0.050169474732937314,-0.034972543210120666,0.02282256734364463
252,252,20200421,45.67,50.25,27.6,18.04,95.3,-0.026362805904587283,-0.009506904639413616,-0.008658062743114314,-0.01594754721713576,-0.014583591799091522
253,253,20200420,46.89,50.73,27.84,18.33,96.7,0.007277429378419242,0.01269606420907321,0.009020447237024332,0.0955284251129167,0.0010346612407756695
254,254,20200417,46.55,50.09,27.59,16.66,96.6,0.0,0.012050758405730555,-0.006142747409409122,-0.04345956948178653,-0.008350133564391626
255,255,20200416,46.55,49.49,27.76,17.4,97.41,0.009063506153346612,-0.014244397733888636,-0.008608374536600127,0.06040912779555985,-0.00020529665438573375
256,256,20200415,46.13,50.2,28.0,16.38,97.43,-0.023989156370022524,-0.0055621915352741524,-0.033365693843800504,0.04240036607066111,-0.010820848744360845
257,257,20200414,47.25,50.48,28.95,15.7,98.49,-0.013662850477117683,0.011756636360011452,0.0,-0.004448688620684926,0.01865190370509673
258,258,20200413,47.9,49.89,28.95,15.77,96.67,0.017904638385481064,0.01230226264768186,-0.02220415731101033,0.02895023666250207,0.004769814103340764
259,259,20200410,47.05,49.28,29.6,15.32,96.21,0.00703852751141687,0.020086758566737473,-0.009080270898004006,-0.0006525285712775108,-0.006010380787824232
260,260,20200409,46.72,48.3,29.87,15.33,96.79,0.01966993062132083,0.0012430082395966657,0.030939064710502784,0.03113865359410939,0.02098526662155553
261,261,20200408,45.81,48.24,28.96,14.86,94.78,-0.015809749975495002,-0.015019313295296044,-0.031273792747100515,-0.014696323290196656,-0.007567830947242449
262,262,20200407,46.54,48.97,29.88,15.08,95.5,0.02546106419827332,0.012121360532344916,0.04658376471852099,0.019418085857101364,0.018707938728289797
263,263,20200403,45.37,48.38,28.52,14.79,93.73,0.007966406371031187,-0.011917133022189219,0.02377262917280243,0.0027081939368795993,0.020261497097259884
264,264,20200402,45.01,48.96,27.85,14.75,91.85,-0.007525489256304585,0.007791714630044133,0.044043815761439564,-0.02345166103504992,0.02034714133086979
265,265,20200401,45.35,48.58,26.65,15.1,90.0,-0.007906915782507351,0.00329897206411367,-0.05048621456484348,-0.06225943592854222,-0.022304940520500693
266,266,20200331,45.71,48.42,28.03,16.07,92.03,-0.008495857658949557,0.0068386962203415,0.03817951439708711,0.025844489186764186,0.014557253729674535
267,267,20200330,46.1,48.09,26.98,15.66,90.7,0.036447988042688895,-0.02788780277915004,-0.020906684819313792,-0.0696737805267924,-0.0020926270095875665
268,268,20200327,44.45,49.45,27.55,16.79,90.89,0.0076784478430655945,0.009141759958094742,-0.00036291054653414534,-0.06569181652759237,0.006734032181343608
269,269,20200326,44.11,49.0,27.56,17.93,90.28,-0.017305747097592583,-0.009950330853168321,0.026844781707925147,0.04798179048954232,0.014616717692659265
270,270,20200325,44.88,49.49,26.83,17.09,88.97,0.03653270697764732,0.030777973093640387,-0.006686503366991836,0.06778153490057814,0.037913262069451115
271,271,20200324,43.27,47.99,27.01,15.97,85.66,0.09521774127588056,0.03154034327684396,0.04312317160658674,-0.04349843470367931,0.04001486450420089
272,272,20200323,39.34,46.5,25.87,16.68,82.3,0.0035650661644961446,-0.053387873418061726,-0.008851318130710162,0.008428707335055297,0.02634647034646953
273,273,20200320,39.2,49.05,26.1,16.54,80.16,0.03954729708825466,0.009216655104923976,0.041061486797774105,0.029449981076929532,0.014576784869532844
274,274,20200319,37.68,48.6,25.05,16.06,79.0,-0.011347265177606758,-0.022381402196134825,0.04073883097910347,0.03484673133016836,-0.020050797045561453
275,275,20200318,38.11,49.7,24.05,15.51,80.6,-0.0036668453867760853,0.014184634991956546,0.009609432624616332,0.09531017980432477,-0.006060999443882942
276,276,20200317,38.25,49.0,23.82,14.1,81.09,-0.0472327740399785,-0.022200709980192634,0.008855212829732562,-0.0724855828301032,-0.011769168579633948
277,277,20200316,40.1,50.1,23.61,15.16,82.05,-0.06982378138103895,-0.035297782081023854,0.001271455988196557,0.019987340924612518,-0.03178678412190905
278,278,20200313,43.0,51.9,23.58,14.86,84.7,-0.015690215743087155,-0.02417553734440414,-0.027605266091888847,-0.023280066981588465,-0.019640565874546212
279,279,20200312,43.68,53.17,24.24,15.21,86.38,-0.023530497410193973,-0.024155763879336156,-0.034465199177217354,0.015904907839664695,-0.030217224053024516
280,280,20200311,44.72,54.47,25.09,14.97,89.03,0.005830920310792909,-0.015484415400974338,-0.01855926913100303,0.04788876694279187,-0.017480821463354168
281,281,20200310,44.46,55.32,25.56,14.27,90.6,0.017928541038580992,0.02618957485115203,0.004312886512802372,-0.022862097225545774,0.01905456279535045
282,282,20200309,43.67,53.89,25.45,14.6,88.89,-0.03664566499151878,-0.03482893744185933,-0.044195472791122015,-0.05009394531891509,-0.03710263266705294
283,283,20200306,45.3,55.8,26.6,15.35,92.25,-0.010758694180015738,-0.013174482878179461,-0.007490671729157405,-0.006493529310548585,0.0059799036582166565
284,284,20200305,45.79,56.54,26.8,15.45,91.7,0.03421035521506566,0.04134535984487542,0.04580953603129423,0.0006474587471245741,0.04346087862134862
285,285,20200304,44.25,54.25,25.6,15.44,87.8,0.02401487620387366,-0.004597709248629567,0.03174869831458027,-0.03249728463422352,-0.0061315055273096775
286,286,20200303,43.2,54.5,24.8,15.95,88.34,-0.0023121397583794057,0.0029400976709967885,0.07014560936675984,-0.010601907847628933,0.03619157233311032
287,287,20200302,43.3,54.34,23.12,16.12,85.2,0.013953714773865311,0.024025738938209695,0.028962094493879764,0.01500028125949271,0.013113779990463925
288,288,20200228,42.7,53.05,22.46,15.88,84.09,-0.02406409501404294,-0.034460616230788776,-0.04993440178712438,0.06638741652937652,-0.03643134939408732
289,289,20200227,43.74,54.91,23.61,14.86,87.21,0.01659789140903767,0.011171254350891058,0.03534850783982835,0.01491553075644747,0.006095826570735596
290,290,20200226,43.02,54.3,22.79,14.64,86.68,-0.027964233374495162,-0.00239124550621872,-0.0030668151090713636,-0.04540165577927935,-0.018630174812552802
291,291,20200225,44.24,54.43,22.86,15.32,88.31,-0.02146772962410637,-0.008780008844672338,-0.022919922229423406,0.05019454410533175,-0.0007923482218830102
292,292,20200224,45.2,54.91,23.39,14.57,88.38,-0.022315518008048763,0.011539646324112418,-0.015273949884562654,0.020104663295675174,-0.02038372736598415
293,293,20200221,46.22,54.28,23.75,14.28,90.2,-0.006039707747075962,-0.010628650542789053,-0.01587334915629013,0.007027435807456683,-0.006629858538669708
294,294,20200220,46.5,54.86,24.13,14.18,90.8,0.02086125195771693,0.024355447417251153,0.0066528311906477455,0.0021178970147346377,0.012411506843343467
295,295,20200219,45.54,53.54,23.97,14.15,89.68,0.0008787346786887085,0.00018679368691643106,0.026206064331386614,-0.05432755561542457,-0.010206434285029431
296,296,20200218,45.5,53.53,23.35,14.94,90.6,0.0,-0.016121909456606964,0.0030023612516689724,-0.013958352250706962,-0.019456291953525273
297,297,20200217,45.5,54.4,23.28,15.15,92.38,0.011049836186585171,0.012206550674551675,0.03585867355294026,0.02000066670666989,0.009025233881938988
298,298,20200214,45.0,53.74,22.46,14.85,91.55,0.00044454323914999705,-0.0011158639803934278,-0.014585893947296036,0.018349138668196208,0.0010928962836453948
299,299,20200213,44.98,53.8,22.79,14.58,91.45,-0.016536591138794243,-0.020057715394059095,-0.015672937274650245,-0.0317272646143727,-0.016376918266725937
300,300,20200212,45.73,54.89,23.15,15.05,92.96,0.003943913963996515,0.0038331707060486053,-0.005599842330993976,-0.019737482838320997,0.030694343454274353
301,301,20200211,45.55,54.68,23.28,15.35,90.15,0.009706672285662687,0.04450164078487173,0.007329198576947693,0.021732827697217516,0.01847239763544284
302,302,20200210,45.11,52.3,23.11,15.02,88.5,-0.011023039303304394,-0.010082840105347213,-0.008187936285365183,-0.0449148059315414,-0.012910648037258277
303,303,20200207,45.61,52.83,23.3,15.71,89.65,0.011688301552033487,-0.01800836510892667,0.007322884328306856,-0.08594991844606614,-0.0048959706122069235
304,304,20200206,45.08,53.79,23.13,17.12,90.09,0.006007360373523785,0.017251506037792463,0.06612502179484903,-0.024806579198279,0.013184548530301043
305,305,20200205,44.81,52.87,21.65,17.55,88.91,-0.0053416552562950415,0.0015142914118340123,0.0594705535983282,0.00858374369139181,0.024594203306079088
306,306,20200204,45.05,52.79,20.4,17.4,86.75,0.035012045959708527,0.05050597516868249,-0.05530484519062551,-0.022166295457260343,0.01498198861108957
307,307,20200203,43.5,50.19,21.56,17.79,85.46,-0.10529154776235439,-0.09333391249202672,-0.10512857781612794,0.09547882808872776,-0.029174741441590157
308,308,20200123,48.33,55.1,23.95,16.17,87.99,-0.02855588686965449,-0.04228734505195497,-0.07130057551249447,0.09531017980432521,-0.02624645950428306
309,309,20200122,49.73,57.48,25.72,14.7,90.33,-0.001406611303960137,-0.010728602647041896,-0.02191973937237135,-0.004750602758597733,-0.0004427227521119903
310,310,20200121,49.8,58.1,26.29,14.77,90.37,-0.04130380614123563,-0.03550668845690996,-0.03806429674382361,0.095107086008142,0.0029921892995723454
311,311,20200120,51.9,60.2,27.31,13.43,90.1,0.012603172153325293,-0.0018255751481195404,-0.019580030887679456,0.09523572241253309,-0.006196080898411616
312,312,20200117,51.25,60.31,27.85,12.21,90.66,0.01078970742138008,0.010836148376292876,-0.00929241854514773,-0.01059073035462843,0.04766571387401797
313,313,20200116,50.7,59.66,28.11,12.34,86.44,0.0039525743158232984,0.0026854665350182216,0.007140337370209693,-0.009677494882065485,-0.005652665452287486
314,314,20200115,50.5,59.5,27.91,12.46,86.93,0.002776127105168058,-0.006366246999843561,0.05599989703299846,-0.030041784902508084,0.004843182898690124
315,315,20200114,50.36,59.88,26.39,12.84,86.51,-0.011647550492587477,-0.0038336574996424844,-0.011303812901200416,0.005466628217367209,-0.015256963568937465
316,316,20200113,50.95,60.11,26.69,12.77,87.84,-0.007235780078702181,0.0019983353860686393,-0.007093552238515599,0.06720456207999215,0.0038781843976511965
317,317,20200110,51.32,59.99,26.88,11.94,87.5,0.0092004172528668,0.00904225852821039,0.06931179989022862,-0.008340331916218968,0.007110937177944088
318,318,20200109,50.85,59.45,25.08,12.04,86.88,0.016457197045096184,0.019876641809787543,0.013245226750020489,0.0167508104248153,0.025648409918960446
319,319,20200108,50.02,58.28,24.75,11.84,84.68,-0.0055821516562204465,0.003954273183103041,-0.023558685878293684,-0.0167508104248153,-0.002241227714921301
320,320,20200107,50.3,58.05,25.34,12.04,84.87,0.005782091674880974,0.014750809758148797,0.007526278347245174,0.013378125946176045,0.009233020136779402
321,321,20200106,50.01,57.2,25.15,11.88,84.09,-0.024492632587705288,-0.018361853145536955,-0.023965004690404967,0.0008421053129223921,-0.02187807798405217
322,322,20200103,51.25,58.26,25.76,11.87,85.95,0.0027354452383296923,-0.025253439280331413,-0.014643806959922845,0.00846028734939086,-0.019928091370847056
